collection;age;len.bin;Catch.wt;log1p.CPUE.trp;Year;Month;Season;time.step;geometry;equilibrium_time.pacific;standard_length;NBRE_IN;Total_N;LON;LAT;CatchWeightLen;keys;date
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;20.4;250;2500;-124.01225;38.3047;11748.4091445448;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;20.5;200;2500;-124.01225;38.3047;9548.35549946935;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;20.6;150;2500;-124.01225;38.3047;7274.71517274027;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;20.7;150;2500;-124.01225;38.3047;7389.3984997226;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;20.8;250;2500;-124.01225;38.3047;12508.8733039362;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;20.9;150;2500;-124.01225;38.3047;7622.49900567139;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21;200;2500;-124.01225;38.3047;10321.2412837814;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;4;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21.1;200;2500;-124.01225;38.3047;10480.836340241;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;5;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21.2;50;2500;-124.01225;38.3047;2660.53176404706;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;5;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21.3;150;2500;-124.01225;38.3047;8103.84249123417;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;5;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21.4;50;2500;-124.01225;38.3047;2742.45875934276;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;5;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21.6;50;2500;-124.01225;38.3047;2826.11111902602;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;5;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21.7;50;2500;-124.01225;38.3047;2868.59051348951;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;5;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;21.9;50;2500;-124.01225;38.3047;2954.86816079514;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;5;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;22;100;2500;-124.01225;38.3047;5997.34278638833;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2854;6;225;115009.500295644;12.3459215432172;2012;7;Summer;2012 - Summer;-123.999|-124.0255|38.2923|38.3171;2012-07-06 05:07:00;22.3;50;2500;-124.01225;38.3047;3132.76865768771;285420127Summerc(-123.999, -124.0255, 38.2923, 38.3171)2012 - Summer2012-07-06 05:07:00;2012-07-06
2855;4;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;20.4;11;121;-123.71805;38.1544;10.4441817431538;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;4;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;20.5;11;121;-123.71805;38.1544;10.6104536109689;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;4;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;20.6;22;121;-123.71805;38.1544;21.5570881296888;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;4;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;20.7;22;121;-123.71805;38.1544;21.8969280448002;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;4;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;20.9;11;121;-123.71805;38.1544;11.2938361799687;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;4;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;21.1;11;121;-123.71805;38.1544;11.6466576677486;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;5;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;21.2;11;121;-123.71805;38.1544;11.8258893332991;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;5;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;21.5;11;121;-123.71805;38.1544;12.3749999337567;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2855;5;225;124.5915;5.52219265008092;2012;7;Summer;2012 - Summer;-123.702|-123.7341|38.147|38.1618;2012-07-06 08:51:00;21.8;11;121;-123.71805;38.1544;12.9414653566152;285520127Summerc(-123.702, -123.7341, 38.147, 38.1618)2012 - Summer2012-07-06 08:51:00;2012-07-06
2857;4;225;123.455848241609;5.51307262019198;2012;7;Summer;2012 - Summer;-124.203|-124.218|39.309|39.3346;2012-07-11 04:53:00;20.7;12;144;-124.2105;39.3218;11.3839297403348;285720127Summerc(-124.203, -124.218, 39.309, 39.3346)2012 - Summer2012-07-11 04:53:00;2012-07-11
2857;4;225;123.455848241609;5.51307262019198;2012;7;Summer;2012 - Summer;-124.203|-124.218|39.309|39.3346;2012-07-11 04:53:00;20.8;12;144;-124.2105;39.3218;11.5625217528684;285720127Summerc(-124.203, -124.218, 39.309, 39.3346)2012 - Summer2012-07-11 04:53:00;2012-07-11
2857;4;225;123.455848241609;5.51307262019198;2012;7;Summer;2012 - Summer;-124.203|-124.218|39.309|39.3346;2012-07-11 04:53:00;21;24;144;-124.2105;39.3218;23.8509844093578;285720127Summerc(-124.203, -124.218, 39.309, 39.3346)2012 - Summer2012-07-11 04:53:00;2012-07-11
2857;5;225;123.455848241609;5.51307262019198;2012;7;Summer;2012 - Summer;-124.203|-124.218|39.309|39.3346;2012-07-11 04:53:00;21.2;24;144;-124.2105;39.3218;24.5925077731112;285720127Summerc(-124.203, -124.218, 39.309, 39.3346)2012 - Summer2012-07-11 04:53:00;2012-07-11
2857;5;225;123.455848241609;5.51307262019198;2012;7;Summer;2012 - Summer;-124.203|-124.218|39.309|39.3346;2012-07-11 04:53:00;21.4;12;144;-124.2105;39.3218;12.6748981665946;285720127Summerc(-124.203, -124.218, 39.309, 39.3346)2012 - Summer2012-07-11 04:53:00;2012-07-11
2857;5;225;123.455848241609;5.51307262019198;2012;7;Summer;2012 - Summer;-124.203|-124.218|39.309|39.3346;2012-07-11 04:53:00;21.5;24;144;-124.2105;39.3218;25.7344097755278;285720127Summerc(-124.203, -124.218, 39.309, 39.3346)2012 - Summer2012-07-11 04:53:00;2012-07-11
2857;5;225;123.455848241609;5.51307262019198;2012;7;Summer;2012 - Summer;-124.203|-124.218|39.309|39.3346;2012-07-11 04:53:00;21.9;12;144;-124.2105;39.3218;13.6565966238146;285720127Summerc(-124.203, -124.218, 39.309, 39.3346)2012 - Summer2012-07-11 04:53:00;2012-07-11
2858;4;225;0.834;0.981329128053377;2012;7;Summer;2012 - Summer;-124.1648|-124.1793|39.3913|39.4188;2012-07-11 08:56:00;20.9;2;4;-124.17205;39.40505;0.410586600123744;285820127Summerc(-124.1648, -124.1793, 39.3913, 39.4188)2012 - Summer2012-07-11 08:56:00;2012-07-11
2858;4;225;0.834;0.981329128053377;2012;7;Summer;2012 - Summer;-124.1648|-124.1793|39.3913|39.4188;2012-07-11 08:56:00;21.1;2;4;-124.17205;39.40505;0.423413399876256;285820127Summerc(-124.1648, -124.1793, 39.3913, 39.4188)2012 - Summer2012-07-11 08:56:00;2012-07-11
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.1;118;3481;-124.54815;40.41965;316.473390411526;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.2;295;3481;-124.54815;40.41965;803.96819100513;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.3;236;3481;-124.54815;40.41965;653.515860827284;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.4;236;3481;-124.54815;40.41965;663.971396618352;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.5;413;3481;-124.54815;40.41965;1180.44824220268;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.6;59;3481;-124.54815;40.41965;171.306980581279;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.7;59;3481;-124.54815;40.41965;174.007574900349;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.8;118;3481;-124.54815;40.41965;353.474839680448;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;20.9;118;3481;-124.54815;40.41965;358.993378610449;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;21;413;3481;-124.54815;40.41965;1275.99890174455;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;4;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;21.1;59;3481;-124.54815;40.41965;185.104198389211;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;5;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;21.2;59;3481;-124.54815;40.41965;187.952786776037;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;5;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;21.5;59;3481;-124.54815;40.41965;196.679983919145;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;5;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;21.7;118;3481;-124.54815;40.41965;405.302119234628;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;5;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;21.8;59;3481;-124.54815;40.41965;205.683007018535;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2864;5;225;7556.56205174042;9.62338495670752;2012;7;Summer;2012 - Summer;-124.5395|-124.5568|40.4068|40.4325;2012-07-18 06:10:00;22;118;3481;-124.54815;40.41965;423.681199820816;286420127Summerc(-124.5395, -124.5568, 40.4068, 40.4325)2012 - Summer2012-07-18 06:10:00;2012-07-18
2865;4;225;1.99055276076757;1.60565185867606;2012;7;Summer;2012 - Summer;-124.5983|-124.6168|40.4736|40.4978;2012-07-18 08:38:00;20.1;3;9;-124.60755;40.4857;0.909844194842199;286520127Summerc(-124.5983, -124.6168, 40.4736, 40.4978)2012 - Summer2012-07-18 08:38:00;2012-07-18
2865;5;225;1.99055276076757;1.60565185867606;2012;7;Summer;2012 - Summer;-124.5983|-124.6168|40.4736|40.4978;2012-07-18 08:38:00;21.2;3;9;-124.60755;40.4857;1.08070856592537;286520127Summerc(-124.5983, -124.6168, 40.4736, 40.4978)2012 - Summer2012-07-18 08:38:00;2012-07-18
2869;5;225;0.115;0.207014169384327;2012;7;Summer;2012 - Summer;-124.2385|-124.2468|41.2143|41.2455;2012-07-20 07:42:00;21.2;1;1;-124.24265;41.2299;0.115;286920127Summerc(-124.2385, -124.2468, 41.2143, 41.2455)2012 - Summer2012-07-20 07:42:00;2012-07-20
2870;5;225;0.1045;0.189793571632656;2012;7;Summer;2012 - Summer;-124.3045|-124.3151|41.2893|41.32;2012-07-20 09:38:00;21.2;1;1;-124.3098;41.30465;0.1045;287020127Summerc(-124.3045, -124.3151, 41.2893, 41.32)2012 - Summer2012-07-20 09:38:00;2012-07-20
2898;4;225;11.22;3.15444396470881;2012;7;Summer;2012 - Summer;-124.697|-124.713|41.865|41.8851;2012-07-21 10:26:00;20.5;10;25;-124.705;41.87505;4.26508742241749;289820127Summerc(-124.697, -124.713, 41.865, 41.8851)2012 - Summer2012-07-21 10:26:00;2012-07-21
2898;4;225;11.22;3.15444396470881;2012;7;Summer;2012 - Summer;-124.697|-124.713|41.865|41.8851;2012-07-21 10:26:00;20.8;5;25;-124.705;41.87505;2.2350000772467;289820127Summerc(-124.697, -124.713, 41.865, 41.8851)2012 - Summer2012-07-21 10:26:00;2012-07-21
2898;4;225;11.22;3.15444396470881;2012;7;Summer;2012 - Summer;-124.697|-124.713|41.865|41.8851;2012-07-21 10:26:00;20.9;5;25;-124.705;41.87505;2.26989346582845;289820127Summerc(-124.697, -124.713, 41.865, 41.8851)2012 - Summer2012-07-21 10:26:00;2012-07-21
2898;5;225;11.22;3.15444396470881;2012;7;Summer;2012 - Summer;-124.697|-124.713|41.865|41.8851;2012-07-21 10:26:00;21.4;5;25;-124.705;41.87505;2.45001903450736;289820127Summerc(-124.697, -124.713, 41.865, 41.8851)2012 - Summer2012-07-21 10:26:00;2012-07-21
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;20.1;42;441;-124.93165;42.5492;63.1586217309529;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;20.2;21;441;-124.93165;42.5492;32.0896001988558;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;20.3;21;441;-124.93165;42.5492;32.6055541316573;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;20.4;21;441;-124.93165;42.5492;33.127207175823;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;20.5;42;441;-124.93165;42.5492;67.3091877648398;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;20.7;42;441;-124.93165;42.5492;69.453413363826;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;20.9;21;441;-124.93165;42.5492;35.8221697155811;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;21;63;441;-124.93165;42.5492;109.136233078283;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;4;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;21.1;42;441;-124.93165;42.5492;73.882521571075;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;5;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;21.2;21;441;-124.93165;42.5492;37.5097538147833;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;5;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;21.5;21;441;-124.93165;42.5492;39.2514412988914;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;5;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;22;21;441;-124.93165;42.5492;42.2770467355928;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2900;6;225;681.082696682299;7.2175647694299;2012;7;Summer;2012 - Summer;-124.929|-124.9343|42.5313|42.5671;2012-07-22 08:10:00;22.5;21;441;-124.93165;42.5492;45.4599461021382;290020127Summerc(-124.929, -124.9343, 42.5313, 42.5671)2012 - Summer2012-07-22 08:10:00;2012-07-22
2902;4;225;12.744550160761;3.27673333975977;2012;7;Summer;2012 - Summer;-124.7856|-124.7846|42.9845|43.0145;2012-07-23 06:00:00;20.5;5;25;-124.7851;42.9995;2.74970654765021;290220127Summerc(-124.7856, -124.7846, 42.9845, 43.0145)2012 - Summer2012-07-23 06:00:00;2012-07-23
2902;4;225;12.744550160761;3.27673333975977;2012;7;Summer;2012 - Summer;-124.7856|-124.7846|42.9845|43.0145;2012-07-23 06:00:00;20.9;5;25;-124.7851;42.9995;2.92680562309279;290220127Summerc(-124.7856, -124.7846, 42.9845, 43.0145)2012 - Summer2012-07-23 06:00:00;2012-07-23
2902;5;225;12.744550160761;3.27673333975977;2012;7;Summer;2012 - Summer;-124.7856|-124.7846|42.9845|43.0145;2012-07-23 06:00:00;21.8;5;25;-124.7851;42.9995;3.35378988797293;290220127Summerc(-124.7856, -124.7846, 42.9845, 43.0145)2012 - Summer2012-07-23 06:00:00;2012-07-23
2902;6;225;12.744550160761;3.27673333975977;2012;7;Summer;2012 - Summer;-124.7856|-124.7846|42.9845|43.0145;2012-07-23 06:00:00;22.5;5;25;-124.7851;42.9995;3.71424810204505;290220127Summerc(-124.7856, -124.7846, 42.9845, 43.0145)2012 - Summer2012-07-23 06:00:00;2012-07-23
2903;5;225;0.1265;0.225540675913932;2012;7;Summer;2012 - Summer;-124.8381|-124.837|43.0436|43.0733;2012-07-23 07:55:00;21.3;1;1;-124.83755;43.05845;0.1265;290320127Summerc(-124.8381, -124.837, 43.0436, 43.0733)2012 - Summer2012-07-23 07:55:00;2012-07-23
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;20.1;50;2500;-124.40125;43.6962;1038.01552666661;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;20.4;50;2500;-124.40125;43.6962;1088.8950537929;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;20.5;50;2500;-124.40125;43.6962;1106.23031460139;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;20.6;50;2500;-124.40125;43.6962;1123.75517852237;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;20.7;100;2500;-124.40125;43.6962;2282.94156762176;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;20.8;150;2500;-124.40125;43.6962;3478.13480998053;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;20.9;50;2500;-124.40125;43.6962;1177.47877786372;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;21;300;2500;-124.40125;43.6962;7174.64069686274;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;4;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;21.1;50;2500;-124.40125;43.6962;1214.26342814685;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;5;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;21.3;100;2500;-124.40125;43.6962;2503.66777233525;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;5;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;21.4;50;2500;-124.40125;43.6962;1270.91665839114;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
2906;5;225;39906.8307034852;10.882003649852;2012;7;Summer;2012 - Summer;-124.401|-124.4015|43.6728|43.7196;2012-07-24 10:29:00;21.5;150;2500;-124.40125;43.6962;3870.59797022055;290620127Summerc(-124.401, -124.4015, 43.6728, 43.7196)2012 - Summer2012-07-24 10:29:00;2012-07-24
